origin,dest,route,n_obs,total_pax,mean_fare,std_fare,fare_cv,n_carriers,avg_distance,avg_coupons,dist_band,carriers_list
MYR,MEM,MYR-MEM,160,179.0,249.75,160.09,0.641,7,713.0,2.01,medium,"AA,DL,NK,OH,PT,UA,WN"
MEM,STT,MEM-STT,99,106.0,404.48,272.77,0.6744,4,1979.0,2.02,long,"AA,DL,NK,UA"
MHT,MSY,MHT-MSY,120,129.0,265.72,153.49,0.5776,7,1429.0,1.95,medium,"AA,G7,NK,OH,PT,UA,WN"
MIA,OAK,MIA-OAK,205,220.0,239.59,118.04,0.4927,4,2718.0,2.03,long,"DL,NK,OO,WN"
MIA,MYR,MIA-MYR,93,97.0,303.27,233.24,0.7691,6,938.0,2.01,medium,"AA,DL,NK,OH,PT,WN"
MKE,ABQ,MKE-ABQ,235,247.0,262.4,130.95,0.499,9,1410.0,2.01,medium,"AA,DL,MQ,NK,OO,UA,WN,YV,ZW"
OAK,MKE,OAK-MKE,299,330.0,253.09,129.24,0.5107,5,1982.0,2.03,long,"DL,NK,OO,SY,WN"
MKE,MSY,MKE-MSY,488,521.0,212.97,128.87,0.6051,10,1170.0,1.95,medium,"9E,AA,DL,F9,NK,OO,UA,WN,YV,ZW"
MSY,MKE,MSY-MKE,501,534.0,218.82,147.83,0.6756,10,1149.0,2.0,medium,"AA,DL,F9,MQ,NK,OO,UA,WN,YV,ZW"
MKE,MYR,MKE-MYR,252,284.0,212.52,115.65,0.5442,9,967.0,2.0,medium,"9E,AA,DL,F9,NK,OH,OO,PT,WN"
MYR,MKE,MYR-MKE,245,279.0,214.94,110.21,0.5127,11,974.0,2.0,medium,"9E,AA,DL,F9,MQ,NK,OH,OO,PT,UA,WN"
MSP,MYR,MSP-MYR,497,1373.0,190.4,122.45,0.6432,10,1107.0,1.32,medium,"9E,AA,DL,F9,NK,OH,SY,UA,WN,YV"
MSP,ABQ,MSP-ABQ,683,950.0,250.83,137.14,0.5467,9,1144.0,1.64,medium,"9E,AA,DL,MQ,NK,OO,SY,UA,WN"
MSY,ACY,MSY-ACY,23,23.0,172.8,85.82,0.4966,3,1369.0,2.13,medium,"AA,NK,OH"
ACY,MSY,ACY-MSY,21,21.0,156.93,88.08,0.5613,3,1376.0,2.05,medium,"AA,NK,OH"
MSY,ABQ,MSY-ABQ,392,447.0,280.6,166.23,0.5924,9,1099.0,2.01,medium,"AA,DL,MQ,NK,OH,OO,UA,WN,YV"
MSY,MHT,MSY-MHT,116,127.0,264.5,144.6,0.5467,5,1475.0,2.01,medium,"AA,NK,OH,UA,WN"
MYR,AUS,MYR-AUS,295,325.0,274.32,163.93,0.5976,9,1284.0,2.02,medium,"AA,DL,MQ,NK,OH,PT,UA,WN,YX"
AUS,MYR,AUS-MYR,299,325.0,270.28,151.92,0.5621,10,1257.0,2.0,medium,"AA,DL,MQ,NK,OH,OO,PT,UA,WN,YX"
MYR,STT,MYR-STT,50,52.0,368.82,292.61,0.7934,4,1737.0,2.02,long,"AA,DL,MQ,NK"
BUR,OAK,BUR-OAK,1610,7409.0,169.69,84.79,0.4996,2,328.0,1.02,short,"NK,WN"
OAK,FLL,OAK-FLL,188,203.0,214.71,121.58,0.5663,4,2717.0,2.03,long,"DL,NK,OO,WN"
OAK,LGA,OAK-LGA,350,412.0,251.93,133.35,0.5293,4,2674.0,2.06,long,"DL,NK,OO,WN"
OAK,CLT,OAK-CLT,147,155.0,236.77,158.09,0.6677,3,2383.0,2.05,long,"DL,NK,WN"
CLT,OAK,CLT-OAK,152,163.0,275.47,157.2,0.5707,3,2416.0,2.05,long,"DL,NK,WN"
OAK,RIC,OAK-RIC,81,87.0,273.89,141.51,0.5167,4,2487.0,2.02,long,"DL,NK,OO,WN"
SAN,OAK,SAN-OAK,2185,8609.0,177.71,84.47,0.4753,3,452.0,1.04,short,"NK,OO,WN"
OAK,SAT,OAK-SAT,528,574.0,239.5,137.17,0.5727,4,1550.0,1.9,long,"DL,NK,OO,WN"
OAK,SDF,OAK-SDF,137,148.0,233.2,145.87,0.6255,5,2079.0,2.01,long,"DL,NK,OO,SY,WN"
OAK,STL,OAK-STL,702,893.0,265.64,143.69,0.5409,4,1792.0,1.56,long,"DL,NK,OO,WN"
SNA,OAK,SNA-OAK,1286,5832.0,198.93,95.96,0.4824,2,375.0,1.05,short,"NK,WN"
ABQ,MKE,ABQ-MKE,238,253.0,255.61,126.19,0.4937,9,1438.0,2.0,medium,"AA,DL,MQ,NK,OO,UA,WN,YV,ZW"
ORD,ACY,ORD-ACY,21,21.0,192.17,80.64,0.4196,2,704.0,2.0,medium,"AA,NK"
ORF,DFW,ORF-DFW,1005,1686.0,306.4,192.3,0.6276,12,1289.0,1.43,medium,"9E,AA,DL,F9,MQ,NK,OH,OO,PT,UA,YV,YX"
PBI,ACY,PBI-ACY,477,1315.0,87.22,62.92,0.7215,2,936.0,1.01,medium,"AA,NK"
DFW,ACY,DFW-ACY,29,29.0,229.27,153.18,0.6681,2,1628.0,2.1,long,"AA,NK"
RSW,ACY,RSW-ACY,546,1900.0,95.75,62.05,0.648,1,982.0,1.0,medium,NK
BUR,RNO,BUR-RNO,527,998.0,151.59,82.61,0.545,4,422.0,1.27,short,"NK,OO,UA,WN"
SNA,RNO,SNA-RNO,209,254.0,192.0,105.82,0.5512,4,557.0,1.94,medium,"NK,OO,UA,WN"
BUR,SJC,BUR-SJC,1051,4646.0,192.09,82.61,0.4301,2,302.0,1.02,short,"NK,WN"
BUR,SMF,BUR-SMF,1055,5730.0,190.01,84.67,0.4456,4,364.0,1.03,short,"NK,OO,UA,WN"
SNA,SMF,SNA-SMF,1215,5538.0,232.85,88.43,0.3797,4,416.0,1.1,short,"NK,OO,UA,WN"
ACY,STT,ACY-STT,24,25.0,173.59,67.58,0.3893,1,2092.0,2.0,long,NK
LEX,MHT,LEX-MHT,43,44.0,345.92,225.99,0.6533,5,969.0,2.02,medium,"AA,MQ,OH,PT,ZW"
MHT,LEX,MHT-LEX,40,41.0,305.84,120.76,0.3949,5,990.0,2.02,medium,"AA,MQ,OH,PT,ZW"
LFT,ALB,LFT-ALB,20,22.0,395.64,145.7,0.3682,6,1483.0,2.15,medium,"9E,C5,DL,MQ,OH,OO"
ALB,LFT,ALB-LFT,21,21.0,345.81,231.48,0.6694,6,1467.0,2.05,medium,"9E,AA,DL,MQ,OH,YX"
LFT,ATL,LFT-ATL,230,283.0,305.05,127.6,0.4183,7,520.0,1.08,medium,"9E,AA,C5,DL,MQ,OH,OO"
LFT,AVL,LFT-AVL,21,21.0,284.65,214.74,0.7544,5,779.0,2.0,medium,"9E,DL,MQ,OH,OO"
LFT,BDL,LFT-BDL,20,21.0,301.72,186.13,0.6169,6,1409.0,2.2,medium,"9E,AA,DL,OH,OO,YV"
LFT,BOS,LFT-BOS,54,54.0,477.5,267.34,0.5599,9,1628.0,2.06,long,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
BOS,LFT,BOS-LFT,52,53.0,490.27,319.78,0.6523,9,1662.0,2.06,long,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
LFT,BWI,LFT-BWI,69,69.0,272.95,140.17,0.5135,8,1173.0,2.03,medium,"9E,AA,DL,MQ,OH,OO,UA,YV"
BWI,LFT,BWI-LFT,71,71.0,282.86,131.46,0.4647,9,1184.0,2.06,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
LFT,CHS,LFT-CHS,39,40.0,237.49,119.99,0.5053,7,898.0,2.0,medium,"9E,C5,DL,MQ,OH,OO,YV"
CHS,LFT,CHS-LFT,42,42.0,247.99,120.75,0.4869,8,901.0,2.0,medium,"9E,C5,DL,MQ,OH,OO,UA,YV"
LFT,CVG,LFT-CVG,29,30.0,327.53,193.16,0.5898,7,1055.0,2.03,medium,"9E,AA,DL,MQ,OH,OO,YV"
LFT,DCA,LFT-DCA,92,98.0,327.52,182.89,0.5584,9,1199.0,2.03,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
DCA,LFT,DCA-LFT,93,98.0,320.17,189.25,0.5911,9,1198.0,2.02,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
LFT,DTW,LFT-DTW,36,36.0,430.62,164.95,0.383,9,1213.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,UA,YV,YX"
DTW,LFT,DTW-LFT,38,38.0,450.87,173.38,0.3845,8,1192.0,2.11,medium,"9E,AA,DL,OH,OO,UA,YV,YX"
EWR,LFT,EWR-LFT,64,65.0,404.56,234.26,0.579,8,1486.0,2.05,medium,"9E,AA,C5,DL,MQ,OH,UA,YV"
EYW,LFT,EYW-LFT,22,23.0,329.5,221.24,0.6715,6,1269.0,2.0,medium,"9E,AA,DL,MQ,OH,OO"
LFT,FLL,LFT-FLL,51,51.0,258.73,176.19,0.681,9,1202.0,2.04,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
FLL,LFT,FLL-LFT,49,49.0,296.7,199.45,0.6722,9,1214.0,2.0,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
LFT,MCO,LFT-MCO,132,143.0,268.89,139.21,0.5177,9,1058.0,2.01,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
MCO,LFT,MCO-LFT,130,141.0,265.17,145.44,0.5485,9,1061.0,2.02,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
LFT,MIA,LFT-MIA,46,48.0,357.09,184.84,0.5176,8,1236.0,2.02,medium,"9E,AA,C5,DL,MQ,OH,OO,YV"
MIA,LFT,MIA-LFT,46,48.0,355.46,179.24,0.5042,8,1236.0,2.02,medium,"9E,AA,DL,MQ,OH,OO,UA,YV"
LFT,MKE,LFT-MKE,33,35.0,224.21,106.3,0.4741,8,1215.0,2.03,medium,"9E,AA,C5,DL,MQ,OH,OO,YV"
MKE,LFT,MKE-LFT,36,39.0,228.56,98.4,0.4305,8,1208.0,2.03,medium,"9E,AA,C5,DL,MQ,OH,OO,YV"
LFT,MSP,LFT-MSP,38,38.0,452.93,210.28,0.4643,7,1360.0,2.03,medium,"9E,AA,C5,DL,MQ,OH,YV"
MSP,LFT,MSP-LFT,43,43.0,460.02,202.32,0.4398,8,1321.0,2.05,medium,"9E,AA,C5,DL,MQ,OH,UA,YV"
LFT,OMA,LFT-OMA,23,24.0,328.72,200.61,0.6103,9,1121.0,2.0,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
OMA,LFT,OMA-LFT,26,26.0,400.09,269.85,0.6745,8,1126.0,2.04,medium,"9E,AA,DL,MQ,OH,OO,UA,YV"
ORD,LFT,ORD-LFT,108,110.0,275.27,124.82,0.4535,9,1144.0,2.04,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
LFT,ORF,LFT-ORF,44,44.0,302.44,166.08,0.5491,8,1118.0,2.05,medium,"9E,AA,C5,DL,MQ,OH,OO,UA"
PBI,LFT,PBI-LFT,30,32.0,244.04,161.68,0.6625,8,1145.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,UA,YV"
LFT,PHL,LFT-PHL,49,53.0,428.39,219.27,0.5118,8,1308.0,2.0,medium,"9E,AA,C5,DL,MQ,OH,OO,YV"
PHL,LFT,PHL-LFT,46,49.0,474.64,221.16,0.466,8,1461.0,2.07,medium,"9E,AA,C5,DL,MQ,OH,UA,YV"
LFT,RIC,LFT-RIC,43,44.0,286.79,155.23,0.5413,6,1042.0,2.0,medium,"9E,DL,MQ,OH,OO,YV"
LFT,ABQ,LFT-ABQ,32,32.0,271.67,121.73,0.4481,7,935.0,2.0,medium,"AA,C5,MQ,OH,OO,UA,YV"
ABQ,LFT,ABQ-LFT,33,33.0,246.96,97.23,0.3937,7,934.0,2.03,medium,"AA,C5,MQ,OH,OO,UA,YV"
LFT,AUS,LFT-AUS,51,51.0,247.27,156.78,0.6341,7,416.0,2.02,short,"AA,C5,MQ,OH,OO,UA,YV"
AUS,LFT,AUS-LFT,60,61.0,275.76,169.87,0.616,7,434.0,2.0,short,"AA,C5,MQ,OH,OO,UA,YV"
LFT,BOI,LFT-BOI,21,21.0,407.14,186.47,0.458,6,1738.0,2.14,long,"9E,AA,DL,MQ,OH,OO"
LFT,CLE,LFT-CLE,38,39.0,272.64,167.0,0.6125,9,1209.0,2.0,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
CLE,LFT,CLE-LFT,46,47.0,304.27,192.75,0.6335,9,1233.0,2.04,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
LFT,COS,LFT-COS,26,26.0,290.91,124.53,0.4281,7,990.0,2.0,medium,"AA,C5,DL,MQ,OH,OO,YV"
COS,LFT,COS-LFT,29,29.0,269.08,127.71,0.4746,7,1007.0,2.03,medium,"AA,C5,DL,MQ,OH,OO,YV"
LFT,DEN,LFT-DEN,172,184.0,291.89,167.35,0.5733,9,1079.0,2.01,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
ELP,LFT,ELP-LFT,21,21.0,264.71,152.88,0.5775,5,928.0,2.0,medium,"9E,AA,C5,OH,YV"
LFT,PDX,LFT-PDX,52,53.0,401.23,181.14,0.4515,9,2019.0,2.15,long,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
LFT,LAS,LFT-LAS,185,191.0,302.94,186.39,0.6153,8,1439.0,2.02,medium,"9E,AA,C5,MQ,OH,OO,UA,YV"
LFT,MAF,LFT-MAF,194,199.0,373.56,164.89,0.4414,6,639.0,2.0,medium,"C5,MQ,OH,OO,UA,YV"
MAF,LFT,MAF-LFT,197,202.0,379.11,203.68,0.5372,6,638.0,2.01,medium,"C5,MQ,OH,OO,UA,YV"
LFT,MCI,LFT-MCI,51,52.0,248.98,145.16,0.583,9,881.0,2.0,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
MCI,LFT,MCI-LFT,46,49.0,278.85,200.81,0.7201,8,885.0,2.0,medium,"9E,AA,C5,DL,MQ,OH,UA,YV"
LFT,MEM,LFT-MEM,29,29.0,391.86,201.07,0.5131,9,744.0,2.0,medium,"9E,AA,C5,DL,MQ,OH,OO,UA,YV"
MEM,LFT,MEM-LFT,20,20.0,348.55,168.75,0.4842,6,731.0,2.0,medium,"AA,C5,MQ,OH,UA,YV"
LFT,OKC,LFT-OKC,41,41.0,326.58,158.06,0.484,6,558.0,2.0,medium,"AA,C5,MQ,OH,OO,YV"
OKC,LFT,OKC-LFT,45,45.0,332.24,152.5,0.459,6,570.0,2.0,medium,"AA,C5,MQ,OH,OO,YV"
LIT,AUS,LIT-AUS,287,331.0,247.75,118.04,0.4764,8,493.0,2.01,short,"AA,C5,MQ,OH,OO,UA,WN,YV"
AUS,LIT,AUS-LIT,297,334.0,259.68,137.05,0.5278,8,516.0,2.01,medium,"AA,C5,MQ,OH,OO,UA,WN,YV"
LIT,BIL,LIT-BIL,32,32.0,382.0,159.21,0.4168,5,1261.0,2.0,medium,"C5,MQ,OH,OO,UA"
BIL,LIT,BIL-LIT,29,29.0,374.62,157.38,0.4201,5,1275.0,2.0,medium,"C5,MQ,OH,OO,UA"
LIT,DSM,LIT-DSM,48,48.0,252.43,117.52,0.4655,8,780.0,2.0,medium,"AA,MQ,OH,OO,PT,UA,WN,ZW"
LIT,OGG,LIT-OGG,38,38.0,623.95,438.73,0.7032,5,4036.0,2.24,long,"AA,MQ,OH,OO,UA"
OGG,LIT,OGG-LIT,40,40.0,721.83,733.72,1.0165,6,4121.0,2.23,long,"AA,HA,MQ,OH,OO,UA"
LIT,LBB,LIT-LBB,44,50.0,243.3,121.15,0.498,7,630.0,2.0,medium,"AA,C5,MQ,OH,OO,WN,YV"
LBB,LIT,LBB-LIT,44,50.0,217.34,108.32,0.4984,6,603.0,1.93,medium,"AA,C5,MQ,OH,OO,WN"
LIT,MAF,LIT-MAF,79,92.0,296.49,183.7,0.6196,7,656.0,1.96,medium,"AA,C5,MQ,OH,OO,WN,YV"
MAF,LIT,MAF-LIT,88,96.0,288.87,136.21,0.4715,7,665.0,1.99,medium,"AA,C5,MQ,OH,OO,WN,YV"
LIT,MCI,LIT-MCI,105,111.0,245.6,150.85,0.6142,4,682.0,2.0,medium,"AA,MQ,OH,WN"
MCI,LIT,MCI-LIT,103,106.0,249.61,119.18,0.4775,4,735.0,2.02,medium,"AA,MQ,OH,WN"
LIT,MSY,LIT-MSY,159,165.0,237.99,115.71,0.4862,8,719.0,2.0,medium,"AA,C5,MQ,OH,OO,UA,WN,YV"
MSY,LIT,MSY-LIT,191,200.0,243.01,123.42,0.5079,8,751.0,2.0,medium,"AA,C5,MQ,OH,OO,UA,WN,YV"
LIT,OKC,LIT-OKC,38,40.0,348.64,134.99,0.3872,4,479.0,2.0,short,"AA,MQ,OH,OO"
LIT,RAP,LIT-RAP,33,35.0,353.58,259.29,0.7333,6,1092.0,2.0,medium,"AA,C5,MQ,OH,OO,UA"
MGM,MCI,MGM-MCI,43,44.0,300.84,122.1,0.4059,7,973.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,PT"
MCI,CLE,MCI-CLE,658,707.0,279.99,162.96,0.582,11,888.0,1.95,medium,"9E,AA,DL,MQ,OH,OO,PT,UA,WN,YV,ZW"
ATW,MDT,ATW-MDT,38,40.0,369.36,135.77,0.3676,8,851.0,2.0,medium,"AA,DL,MQ,OH,OO,PT,UA,ZW"
MDT,GEG,MDT-GEG,36,36.0,409.59,203.8,0.4976,5,2576.0,2.31,long,"AA,DL,OH,PT,UA"
GEG,MDT,GEG-MDT,46,46.0,450.34,315.89,0.7014,5,2588.0,2.33,long,"AA,DL,OH,PT,UA"
MDT,MSO,MDT-MSO,31,33.0,404.54,196.0,0.4845,4,2295.0,2.13,long,"AA,MQ,OH,UA"
DSM,MDT,DSM-MDT,74,74.0,346.89,170.51,0.4915,11,1066.0,2.03,medium,"9E,AA,DL,G7,MQ,OH,OO,PT,UA,YX,ZW"
MDT,EYW,MDT-EYW,66,66.0,314.14,207.23,0.6597,7,1200.0,2.03,medium,"AA,DL,G7,MQ,OH,PT,UA"
EYW,MDT,EYW-MDT,71,71.0,328.07,237.08,0.7227,7,1184.0,2.04,medium,"AA,DL,G7,MQ,OH,PT,UA"
MDT,MLB,MDT-MLB,25,26.0,269.28,156.57,0.5815,3,954.0,2.0,medium,"AA,DL,OH"
MLB,MDT,MLB-MDT,24,25.0,310.69,114.49,0.3685,3,963.0,2.0,medium,"AA,DL,OH"
MLI,MDT,MLI-MDT,30,30.0,276.89,125.14,0.4519,8,873.0,2.0,medium,"9E,AA,G7,MQ,OH,OO,UA,ZW"
MDT,MYR,MDT-MYR,187,443.0,114.17,131.61,1.1528,5,503.0,1.26,medium,"AA,DL,G4,OH,PT"
MYR,MDT,MYR-MDT,183,413.0,111.39,114.11,1.0244,5,501.0,1.25,medium,"AA,DL,G4,OH,PT"
MDT,OKC,MDT-OKC,103,107.0,335.58,167.51,0.4992,8,1355.0,2.0,medium,"AA,DL,MQ,OH,OO,PT,UA,ZW"
OKC,MDT,OKC-MDT,107,108.0,351.73,252.79,0.7187,8,1355.0,2.03,medium,"AA,DL,MQ,OH,OO,PT,UA,ZW"
PBI,MDT,PBI-MDT,130,131.0,296.12,244.82,0.8268,5,1058.0,2.02,medium,"AA,DL,OH,PT,UA"
MDT,PDX,MDT-PDX,117,117.0,434.23,207.85,0.4787,10,2524.0,2.06,long,"AA,AS,DL,G7,MQ,OH,OO,PT,UA,ZW"
MDT,PIA,MDT-PIA,22,22.0,337.26,183.21,0.5432,6,839.0,2.05,medium,"MQ,OH,OO,PT,UA,ZW"
MDT,SHV,MDT-SHV,23,23.0,350.73,160.45,0.4575,6,1224.0,2.04,medium,"9E,AA,DL,G7,OH,PT"
SHV,MDT,SHV-MDT,22,22.0,340.59,126.66,0.3719,7,1247.0,2.09,medium,"9E,AA,C5,DL,OH,OO,PT"
MDT,TLH,MDT-TLH,41,42.0,374.17,187.95,0.5023,6,823.0,2.05,medium,"9E,AA,DL,MQ,OH,PT"
TLH,MDT,TLH-MDT,35,37.0,372.94,159.9,0.4288,6,836.0,2.03,medium,"9E,AA,DL,MQ,OH,PT"
MDT,TYS,MDT-TYS,60,61.0,304.36,159.49,0.524,7,669.0,2.0,medium,"9E,AA,DL,OH,OO,PT,UA"
MEM,EYW,MEM-EYW,70,74.0,300.59,193.95,0.6452,4,1049.0,2.03,medium,"AA,DL,MQ,OH"
MEM,MLB,MEM-MLB,50,53.0,264.92,164.39,0.6205,3,825.0,2.02,medium,"AA,DL,OH"
MLB,MEM,MLB-MEM,47,50.0,270.12,148.19,0.5486,3,817.0,2.0,medium,"AA,DL,OH"
MEM,AUS,MEM-AUS,495,576.0,261.4,145.45,0.5564,8,714.0,2.0,medium,"AA,DL,MQ,OH,OO,UA,WN,YV"
CID,MEM,CID-MEM,37,38.0,256.38,144.31,0.5629,8,923.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,UA,ZW"
MEM,COS,MEM-COS,99,102.0,218.84,126.61,0.5786,7,1015.0,2.0,medium,"AA,DL,MQ,OH,OO,UA,WN"
COS,MEM,COS-MEM,116,118.0,222.33,139.05,0.6254,7,1023.0,2.01,medium,"AA,DL,MQ,OH,OO,UA,WN"
DFW,COU,DFW-COU,271,418.0,273.97,133.74,0.4882,4,492.0,1.0,short,"AA,MQ,OH,ZW"
MEM,DEN,MEM-DEN,1261,1935.0,194.07,118.7,0.6116,10,958.0,1.21,medium,"AA,DL,F9,MQ,OH,OO,UA,WN,YV,ZW"
MEM,DSM,MEM-DSM,75,76.0,284.27,181.0,0.6367,10,951.0,2.0,medium,"9E,AA,DL,G7,MQ,OH,OO,UA,YX,ZW"
MEM,EUG,MEM-EUG,46,46.0,365.17,237.13,0.6494,5,2019.0,2.04,long,"AA,DL,OH,UA,WN"
MEM,HRL,MEM-HRL,65,68.0,200.25,84.69,0.4229,6,817.0,2.0,medium,"AA,MQ,OH,UA,WN,YV"
MEM,OGG,MEM-OGG,66,68.0,631.11,455.39,0.7216,5,4225.0,2.2,long,"AA,DL,OH,UA,YV"
OGG,MEM,OGG-MEM,60,64.0,794.97,720.55,0.9064,6,4308.0,2.37,long,"AA,DL,HA,OH,UA,YV"
MEM,LBB,MEM-LBB,49,52.0,297.89,170.69,0.573,6,734.0,2.02,medium,"AA,MQ,OH,OO,WN,YV"
LBB,MEM,LBB-MEM,56,57.0,276.27,137.15,0.4964,6,741.0,2.02,medium,"AA,C5,MQ,OH,OO,WN"
MEM,LCH,MEM-LCH,22,22.0,268.81,247.23,0.9197,6,684.0,2.0,medium,"AA,MQ,OH,OO,UA,YV"
MEM,MFE,MEM-MFE,74,80.0,253.51,113.64,0.4483,7,870.0,2.01,medium,"AA,C5,MQ,OH,OO,UA,YV"
MFE,MEM,MFE-MEM,80,87.0,291.54,141.61,0.4857,7,872.0,2.02,medium,"AA,C5,MQ,OH,OO,UA,YV"
DFW,MLU,DFW-MLU,66,79.0,269.17,130.92,0.4864,3,293.0,1.0,short,"AA,MQ,OH"
MEM,MSO,MEM-MSO,59,62.0,291.68,153.55,0.5265,5,1638.0,2.03,long,"AA,DL,MQ,OH,UA"
MSO,MEM,MSO-MEM,57,60.0,287.95,158.85,0.5517,6,1672.0,2.05,long,"AA,DL,MQ,OH,OO,UA"
MEM,OKC,MEM-OKC,104,109.0,316.47,168.74,0.5332,7,678.0,2.0,medium,"AA,MQ,OH,OO,UA,WN,YV"
MEM,BFL,MEM-BFL,41,42.0,371.23,211.7,0.5703,4,1752.0,2.07,long,"AA,OH,OO,UA"
MGM,BOS,MGM-BOS,76,84.0,362.8,215.44,0.5938,7,1094.0,2.01,medium,"9E,AA,DL,OH,OO,PT,YX"
BOS,MGM,BOS-MGM,66,73.0,355.04,200.32,0.5642,7,1107.0,2.08,medium,"9E,AA,DL,OH,OO,PT,YX"
MGM,DTW,MGM-DTW,75,75.0,321.12,194.95,0.6071,6,809.0,2.04,medium,"9E,AA,DL,OH,OO,PT"
DTW,MGM,DTW-MGM,95,97.0,298.96,208.15,0.6963,7,845.0,2.03,medium,"9E,AA,DL,MQ,OH,OO,PT"
MGM,PHL,MGM-PHL,75,83.0,310.05,147.45,0.4756,7,815.0,2.03,medium,"9E,AA,DL,OH,OO,PT,YX"
PHL,MGM,PHL-MGM,76,84.0,304.08,142.18,0.4676,7,813.0,2.01,medium,"9E,AA,DL,OH,OO,PT,YX"
MGM,PIT,MGM-PIT,46,49.0,284.69,125.75,0.4417,7,703.0,2.0,medium,"9E,AA,DL,OH,OO,PT,YX"
MGM,ABQ,MGM-ABQ,26,27.0,296.98,115.58,0.3892,5,1226.0,2.0,medium,"AA,DL,MQ,OH,OO"
ABQ,MGM,ABQ-MGM,27,28.0,353.8,217.03,0.6134,6,1271.0,2.11,medium,"AA,DL,MQ,OH,OO,UA"
MGM,AUS,MGM-AUS,53,62.0,343.8,126.32,0.3674,7,943.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,PT"
AUS,MGM,AUS-MGM,51,52.0,338.27,159.33,0.471,7,919.0,2.02,medium,"9E,AA,DL,MQ,OH,OO,PT"
BWI,MGM,BWI-MGM,61,68.0,295.72,165.67,0.5602,6,744.0,2.0,medium,"9E,AA,DL,OH,OO,PT"
MGM,COS,MGM-COS,33,37.0,321.94,179.34,0.5571,6,1240.0,2.06,medium,"AA,DL,MQ,OH,OO,PT"
COS,MGM,COS-MGM,40,43.0,328.55,213.0,0.6483,5,1232.0,2.0,medium,"AA,DL,MQ,OH,OO"
MGM,DEN,MGM-DEN,73,78.0,335.34,152.26,0.4541,7,1337.0,2.03,medium,"9E,AA,DL,MQ,OH,OO,PT"
DEN,MGM,DEN-MGM,73,83.0,299.71,151.88,0.5068,7,1311.0,2.01,medium,"9E,AA,DL,MQ,OH,OO,PT"
MGM,ELP,MGM-ELP,21,21.0,384.5,261.58,0.6803,4,1185.0,2.0,medium,"AA,MQ,OH,OO"
MGM,PDX,MGM-PDX,36,36.0,408.42,192.81,0.4721,7,2318.0,2.11,long,"9E,AA,DL,MQ,OH,OO,PT"
PDX,MGM,PDX-MGM,34,34.0,401.64,154.09,0.3836,7,2271.0,2.0,long,"9E,AA,DL,MQ,OH,OO,PT"
MCI,MGM,MCI-MGM,35,35.0,279.23,132.85,0.4758,7,986.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,PT"
MIA,MGM,MIA-MGM,34,37.0,341.21,198.17,0.5808,6,815.0,2.0,medium,"9E,AA,DL,OH,OO,PT"
MGM,MKE,MGM-MKE,32,32.0,293.13,156.64,0.5344,6,889.0,2.03,medium,"9E,AA,DL,OH,OO,PT"
MKE,MGM,MKE-MGM,32,32.0,280.21,139.39,0.4974,6,917.0,2.03,medium,"9E,AA,DL,OH,OO,PT"
MGM,MSP,MGM-MSP,51,51.0,357.63,174.47,0.4878,7,1177.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,PT"
MSP,MGM,MSP-MGM,52,52.0,339.39,147.67,0.4351,7,1183.0,2.08,medium,"9E,AA,DL,MQ,OH,OO,PT"
MGM,OKC,MGM-OKC,35,44.0,303.62,207.09,0.6821,7,868.0,2.06,medium,"9E,AA,DL,MQ,OH,OO,PT"
OKC,MGM,OKC-MGM,38,41.0,267.8,188.84,0.7052,6,876.0,2.0,medium,"9E,AA,DL,MQ,OH,OO"
MGM,OMA,MGM-OMA,24,26.0,397.23,165.6,0.4169,5,1035.0,2.04,medium,"9E,DL,OH,OO,PT"
MGM,ONT,MGM-ONT,36,36.0,390.22,239.85,0.6147,6,1924.0,2.06,long,"9E,AA,MQ,OH,OO,PT"
ONT,MGM,ONT-MGM,33,35.0,347.24,162.95,0.4693,5,1852.0,2.06,long,"AA,DL,MQ,OH,PT"
